customer_id,age,gender,location,tenure_months,contract_type,monthly_recharge,data_usage_gb,call_minutes,num_services,num_complaints,support_calls,payment_method,paperless_billing,sentiment_score,churn
CUST02057,63,Female,Urban,52,Two Year,79.02,2.0,454.0,5,1,1,Bank Transfer,1,0.878,0
CUST02058,44,Female,Urban,34,One Year,,3.91,577.0,2,2,0,Bank Transfer,1,-0.251,1
CUST02059,66,Female,Suburban,32,Month-to-Month,100.86,5.76,1.0,4,0,0,Cash,0,0.274,1
CUST02060,58,Male,Urban,25,One Year,61.08,3.74,494.0,3,1,2,Credit Card,1,0.11,0
CUST02061,34,Male,Suburban,17,Month-to-Month,37.91,0.14,324.0,5,1,1,Bank Transfer,0,-0.482,0
CUST02062,57,Female,Urban,27,Two Year,103.67,0.62,402.0,1,1,1,Credit Card,1,-0.369,1
CUST02063,48,Female,Urban,33,Month-to-Month,82.03,1.86,,3,1,2,E-Wallet,1,-0.297,0
CUST02064,51,Male,Urban,37,One Year,51.43,4.89,482.0,2,1,3,Credit Card,1,0.317,0
CUST02065,41,Male,Rural,13,Month-to-Month,83.13,3.51,145.0,1,1,5,Bank Transfer,1,0.069,0
CUST02066,62,Female,Suburban,22,Month-to-Month,74.69,0.18,95.0,1,1,3,Bank Transfer,1,-0.352,0
CUST02067,52,Female,Suburban,23,Month-to-Month,26.59,6.38,500.0,2,0,0,Credit Card,1,0.247,0
CUST02068,65,Male,Urban,10,Month-to-Month,29.03,3.72,455.0,4,3,1,Bank Transfer,1,-0.188,1
CUST02069,23,Male,Urban,70,One Year,73.42,8.73,403.0,5,0,2,E-Wallet,1,-0.754,0
CUST02070,36,Male,Rural,30,Month-to-Month,20.71,2.16,7.0,2,0,1,Credit Card,1,0.371,0
CUST02071,47,Male,Urban,61,Two Year,90.14,2.69,219.0,3,0,3,Cash,1,0.453,0
CUST02072,24,Male,Urban,30,Month-to-Month,30.48,,101.0,3,0,2,Credit Card,1,-0.167,0
CUST02073,27,Male,Suburban,54,One Year,88.02,5.13,1.0,1,0,1,Credit Card,1,0.51,0
CUST02074,58,Female,Urban,55,Two Year,100.59,5.58,489.0,5,1,3,E-Wallet,1,-0.094,0
CUST02075,49,Male,Suburban,41,One Year,77.24,5.14,199.0,4,0,1,Bank Transfer,0,0.974,0
CUST02076,51,Male,Suburban,57,Two Year,10.0,1.38,25.0,4,1,3,Bank Transfer,0,-0.309,0
CUST02077,45,Male,Urban,28,Two Year,93.01,4.04,349.0,3,0,0,Credit Card,1,0.536,0
CUST02078,32,Male,Urban,30,Month-to-Month,54.09,1.65,101.0,4,0,2,E-Wallet,1,-0.388,0
CUST02079,47,Female,Urban,50,One Year,63.56,7.19,330.0,3,1,1,Credit Card,1,0.03,0
CUST02080,54,Female,Rural,3,Month-to-Month,46.42,0.23,371.0,5,2,3,E-Wallet,1,-0.024,1
CUST02081,46,Male,Suburban,25,Month-to-Month,107.05,0.15,196.0,1,0,2,Bank Transfer,0,-0.01,0
CUST02082,39,Female,Urban,34,Month-to-Month,69.44,0.43,509.0,3,2,1,Bank Transfer,1,0.198,1
CUST02083,21,Female,Urban,62,One Year,54.85,0.9,29.0,5,0,4,Cash,1,0.468,0
CUST02084,37,Female,Suburban,14,Month-to-Month,98.49,0.15,298.0,3,0,3,E-Wallet,1,0.208,0
CUST02085,49,Female,Suburban,2,Month-to-Month,86.99,0.3,132.0,2,0,3,E-Wallet,1,0.041,1
CUST02086,53,Female,Urban,32,Month-to-Month,36.69,1.46,531.0,3,1,2,E-Wallet,1,-1.0,0
CUST02087,67,Female,Urban,18,Two Year,73.35,0.42,307.0,5,0,1,Credit Card,0,-0.009,0
CUST02088,21,Male,Urban,8,Month-to-Month,70.51,6.48,,4,1,1,E-Wallet,1,0.44,0
CUST02089,44,Male,Suburban,26,Month-to-Month,28.2,0.22,40.0,3,1,0,Credit Card,1,-0.059,0
CUST02090,34,Male,Rural,32,Month-to-Month,85.68,9.54,497.0,1,0,1,Credit Card,0,0.431,1
CUST02091,29,Male,Urban,17,Two Year,64.27,8.19,471.0,5,0,4,Credit Card,0,-0.086,0
CUST02092,39,Male,Suburban,40,Two Year,118.78,,307.0,4,0,1,E-Wallet,0,-0.321,0
CUST02093,34,Female,Urban,44,One Year,100.24,0.3,458.0,5,2,2,E-Wallet,1,-0.001,1
CUST02094,27,Male,Urban,37,Two Year,70.55,0.45,513.0,3,1,0,Credit Card,1,-0.441,0
CUST02095,71,Male,Urban,4,Month-to-Month,62.82,3.28,502.0,2,0,5,Credit Card,0,-0.055,1
CUST02096,18,Female,Suburban,70,Two Year,13.88,,43.0,2,0,2,Bank Transfer,0,0.346,0
CUST02097,39,Female,Urban,10,Month-to-Month,86.06,1.52,40.0,1,1,0,Bank Transfer,1,-0.221,0
CUST02098,43,Male,Suburban,11,Month-to-Month,63.29,1.41,262.0,1,2,4,Bank Transfer,0,0.228,1
CUST02099,73,Female,Urban,23,Month-to-Month,53.31,3.03,293.0,4,1,6,Bank Transfer,0,0.539,0
CUST02100,35,Female,Urban,70,One Year,65.54,1.46,8.0,2,1,1,Bank Transfer,0,-0.324,0
CUST02101,67,Female,Urban,60,One Year,103.82,10.89,52.0,3,2,1,E-Wallet,1,-0.558,0
CUST02102,31,Female,Suburban,22,Month-to-Month,99.12,1.93,127.0,5,0,1,Bank Transfer,0,0.075,0
CUST02103,64,Male,Urban,37,Two Year,99.05,0.99,530.0,5,1,2,E-Wallet,0,0.411,0
CUST02104,46,Female,Suburban,16,Month-to-Month,39.04,0.63,524.0,2,0,0,Credit Card,1,0.494,1
CUST02105,29,Male,Urban,16,Month-to-Month,104.49,4.0,139.0,2,2,1,Credit Card,0,0.05,0
CUST02106,53,Male,Urban,3,Month-to-Month,52.75,1.58,231.0,5,1,4,Credit Card,1,0.376,1
CUST02107,52,Female,Urban,33,One Year,83.66,0.84,567.0,4,1,2,Credit Card,0,-0.412,0
CUST02108,69,Female,Urban,8,Two Year,80.69,1.29,87.0,5,0,3,Cash,1,0.351,0
CUST02109,29,Female,Urban,27,Month-to-Month,61.48,1.47,563.0,1,0,2,Bank Transfer,0,0.221,0
CUST02110,24,Male,Urban,63,One Year,70.36,3.93,200.0,3,1,0,E-Wallet,1,0.222,0
CUST02111,46,Female,Suburban,7,Month-to-Month,23.92,,387.0,2,0,1,E-Wallet,1,0.71,1
CUST02112,28,Female,Suburban,47,One Year,66.47,5.28,360.0,2,1,2,Bank Transfer,1,-0.111,0
CUST02113,50,Female,Urban,20,Two Year,59.11,1.45,131.0,4,0,1,Credit Card,1,-0.029,0
CUST02114,23,Female,Urban,12,Month-to-Month,119.91,2.68,176.0,1,1,0,Bank Transfer,1,-0.37,1
CUST02115,64,Female,Urban,36,Two Year,65.72,4.25,51.0,5,1,0,Bank Transfer,0,0.752,0
CUST02116,32,Male,Urban,66,One Year,47.13,3.14,545.0,1,1,0,Cash,1,0.033,0
CUST02117,49,Female,Urban,20,Month-to-Month,67.88,4.34,21.0,1,1,0,Bank Transfer,1,-0.497,1
CUST02118,68,Female,Rural,62,Two Year,48.2,1.56,318.0,4,0,1,Cash,0,0.803,0
CUST02119,28,Female,Urban,20,Month-to-Month,29.53,13.24,167.0,4,0,1,Bank Transfer,0,-0.434,0
CUST02120,40,Male,Urban,7,Month-to-Month,75.3,2.46,37.0,5,0,0,Credit Card,1,-0.32,0
CUST02121,43,Female,Urban,30,Month-to-Month,65.19,,566.0,5,0,3,Bank Transfer,1,0.024,0
CUST02122,51,Male,Urban,8,Month-to-Month,89.83,1.41,372.0,3,1,0,E-Wallet,0,-0.169,1
CUST02123,63,Male,Suburban,68,Two Year,101.4,0.17,577.0,1,0,1,Bank Transfer,1,0.375,0
CUST02124,51,Female,Urban,56,One Year,112.23,4.62,426.0,5,0,2,Credit Card,1,-0.571,0
CUST02125,46,Female,Urban,44,Two Year,70.74,1.22,165.0,4,2,1,Credit Card,0,-0.12,0
CUST02126,21,Female,Suburban,18,Month-to-Month,82.29,12.77,501.0,3,0,1,Credit Card,1,0.761,0
CUST02127,34,Male,Urban,18,Month-to-Month,72.04,,74.0,3,0,1,Bank Transfer,0,-0.143,0
CUST02128,52,Male,Suburban,16,Month-to-Month,10.0,3.02,439.0,4,0,3,E-Wallet,1,-0.001,0
CUST02129,30,Male,Suburban,5,Month-to-Month,95.9,5.32,264.0,5,0,0,Bank Transfer,0,-0.021,0
CUST02130,58,Male,Urban,30,Two Year,78.65,8.16,405.0,4,1,2,E-Wallet,0,0.078,0
CUST02131,56,Male,Suburban,26,One Year,78.98,0.68,242.0,5,0,1,Bank Transfer,1,-0.18,0
CUST02132,32,Male,Urban,23,Month-to-Month,52.19,16.91,542.0,4,1,1,Bank Transfer,1,-0.48,0
CUST02133,72,Female,Suburban,6,Two Year,48.93,9.49,276.0,4,0,2,Credit Card,1,0.14,0
CUST02134,46,Female,Urban,28,One Year,63.3,13.17,549.0,2,0,1,E-Wallet,1,0.385,0
CUST02135,46,Male,Urban,13,Month-to-Month,78.95,7.66,307.0,5,0,1,Credit Card,1,0.31,0
CUST02136,28,Female,Suburban,52,Two Year,16.19,8.4,402.0,1,1,3,Credit Card,1,-0.276,0
CUST02137,69,Female,Rural,17,Month-to-Month,70.05,3.65,429.0,2,2,0,Credit Card,1,0.067,1
CUST02138,49,Male,Rural,15,Month-to-Month,107.21,7.47,75.0,2,1,1,Credit Card,1,0.092,0
CUST02139,19,Male,Suburban,26,Month-to-Month,61.72,3.05,338.0,2,1,2,Bank Transfer,1,,1
CUST02140,64,Female,Urban,28,Month-to-Month,15.51,3.09,,2,0,3,Credit Card,1,-0.92,1
CUST02141,31,Male,Urban,30,Month-to-Month,60.28,3.31,78.0,1,1,2,Bank Transfer,1,0.159,0
CUST02142,37,Male,Urban,35,Month-to-Month,72.37,22.42,37.0,2,0,1,Bank Transfer,1,0.147,1
CUST02143,39,Female,Urban,22,Month-to-Month,74.4,0.44,317.0,1,1,1,Bank Transfer,0,-0.444,0
CUST02144,28,Male,Urban,49,One Year,68.87,6.55,327.0,1,1,1,Credit Card,1,0.65,0
CUST02145,44,Female,Rural,37,Two Year,113.4,1.28,429.0,2,1,1,E-Wallet,0,0.646,0
CUST02146,20,Female,Urban,31,One Year,68.52,1.79,162.0,3,0,2,Bank Transfer,0,0.709,0
CUST02147,34,Female,Urban,6,Month-to-Month,69.8,0.34,357.0,1,2,0,Credit Card,1,-0.11,1
CUST02148,61,Female,Urban,7,Month-to-Month,50.77,1.73,328.0,2,0,3,Cash,1,-1.0,0
CUST02149,73,Female,Suburban,12,Month-to-Month,88.61,18.74,413.0,4,1,2,Credit Card,0,0.42,0
CUST02150,45,Male,Suburban,7,Month-to-Month,107.43,2.02,594.0,4,0,0,E-Wallet,1,,1
CUST02151,46,Male,Suburban,54,One Year,49.3,4.43,475.0,5,0,3,E-Wallet,1,-0.074,0
CUST02152,38,Male,Urban,35,One Year,62.28,0.51,455.0,1,0,0,Credit Card,0,0.66,0
CUST02153,64,Male,Suburban,22,One Year,10.0,10.23,151.0,1,0,1,Cash,0,1.0,0
CUST02154,33,Female,Urban,63,One Year,44.08,7.04,537.0,4,1,4,Credit Card,0,0.466,0
CUST02155,54,Female,Rural,18,Month-to-Month,114.23,1.95,414.0,1,1,1,E-Wallet,1,0.069,0
CUST02156,37,Male,Suburban,7,Month-to-Month,57.57,,342.0,1,0,2,Credit Card,1,0.496,0
CUST02157,23,Female,Urban,68,One Year,70.67,2.26,385.0,4,0,1,Bank Transfer,0,-0.192,0
CUST02158,36,Male,Urban,29,Month-to-Month,46.78,2.05,166.0,2,0,2,Cash,1,-0.449,0
CUST02159,74,Male,Suburban,10,Month-to-Month,76.2,1.19,471.0,4,1,1,Bank Transfer,1,0.432,1
CUST02160,22,Male,Urban,5,Month-to-Month,60.64,18.77,139.0,3,0,3,Credit Card,1,0.279,0
CUST02161,20,Female,Rural,34,Month-to-Month,75.27,6.65,228.0,4,1,4,Bank Transfer,1,-0.729,0
CUST02162,18,Female,Urban,8,Month-to-Month,67.62,1.25,72.0,4,1,1,E-Wallet,1,-0.019,1
CUST02163,55,Female,Urban,35,Two Year,101.08,16.01,427.0,2,0,1,Bank Transfer,0,0.497,0
CUST02164,32,Female,Urban,24,Two Year,69.21,0.06,298.0,4,1,2,Cash,0,0.313,0
CUST02165,51,Male,Urban,1,Month-to-Month,44.14,2.3,235.0,4,0,0,E-Wallet,0,0.551,0
CUST02166,52,Female,Urban,33,Month-to-Month,49.09,3.37,599.0,2,0,4,Credit Card,1,-0.045,0
CUST02167,66,Female,Urban,62,One Year,18.29,0.15,96.0,4,0,2,E-Wallet,1,-0.139,0
CUST02168,42,Female,Suburban,24,Month-to-Month,68.14,0.7,477.0,2,1,2,Cash,1,-0.003,0
CUST02169,41,Male,Urban,10,Month-to-Month,63.41,1.19,490.0,3,0,1,Credit Card,1,0.571,0
CUST02170,29,Male,Rural,23,Month-to-Month,102.83,5.1,295.0,2,0,1,Credit Card,0,0.612,0
CUST02171,35,Female,Suburban,16,Month-to-Month,35.68,11.24,405.0,1,1,1,Credit Card,1,0.632,0
CUST02172,32,Female,Suburban,16,One Year,47.56,3.92,446.0,1,2,1,Credit Card,1,-0.236,0
CUST02173,61,Female,Urban,71,Two Year,47.82,3.31,274.0,2,0,3,Cash,0,-0.294,1
CUST02174,33,Female,Urban,6,Month-to-Month,,3.08,19.0,4,1,2,Bank Transfer,0,0.385,0
CUST02175,44,Male,Urban,30,Month-to-Month,33.48,,584.0,5,0,0,Bank Transfer,0,0.333,0
CUST02176,25,Female,Suburban,1,Month-to-Month,58.04,7.03,426.0,5,1,1,Credit Card,0,-0.513,0
CUST02177,63,Female,Rural,25,Month-to-Month,65.47,3.11,360.0,3,1,1,Credit Card,1,0.249,0
CUST02178,42,Female,Urban,27,Two Year,66.22,1.05,309.0,3,1,0,Bank Transfer,1,0.615,0
CUST02179,34,Male,Urban,34,One Year,96.83,0.59,593.0,5,1,5,E-Wallet,1,-0.047,0
CUST02180,46,Male,Rural,5,Month-to-Month,64.26,16.94,355.0,5,2,2,Bank Transfer,1,0.27,1
CUST02181,70,Female,Urban,22,One Year,63.66,0.07,26.0,2,1,0,Credit Card,0,-0.144,0
CUST02182,25,Female,Suburban,44,Two Year,93.63,10.84,46.0,5,0,1,E-Wallet,1,-0.041,0
CUST02183,32,Female,Suburban,45,Two Year,64.94,0.99,455.0,1,0,2,Cash,1,0.542,0
CUST02184,44,Female,Suburban,9,Month-to-Month,34.6,4.29,111.0,3,1,1,Bank Transfer,0,,0
CUST02185,63,Female,Urban,35,Month-to-Month,38.06,1.44,374.0,3,1,1,Bank Transfer,0,0.482,0
CUST02186,67,Male,Urban,32,One Year,38.3,7.86,314.0,1,1,1,Credit Card,0,0.068,0
CUST02187,69,Male,Suburban,10,Month-to-Month,34.53,3.14,125.0,3,3,1,Credit Card,1,-0.013,1
CUST02188,24,Male,Rural,12,Two Year,114.96,0.61,6.0,5,1,1,Bank Transfer,0,0.253,0
CUST02189,20,Female,Urban,66,One Year,38.2,1.26,561.0,3,1,2,E-Wallet,1,-0.41,0
CUST02190,46,Male,Urban,57,Two Year,63.96,1.54,359.0,1,0,2,Credit Card,0,-0.597,0
CUST02191,61,Male,Suburban,6,Month-to-Month,66.37,,577.0,3,1,0,Credit Card,0,0.363,0
CUST02192,70,Male,Rural,24,Two Year,60.58,5.82,361.0,5,0,1,Bank Transfer,0,0.476,0
CUST02193,41,Female,Suburban,11,Month-to-Month,45.51,7.08,263.0,2,0,3,Credit Card,0,-0.257,1
CUST02194,20,Female,Rural,7,Two Year,76.38,0.21,274.0,5,0,2,Cash,0,0.519,0
CUST02195,37,Male,Urban,5,Month-to-Month,26.9,3.46,395.0,3,0,1,E-Wallet,1,0.806,0
CUST02196,63,Female,Urban,6,Month-to-Month,38.35,28.41,312.0,4,0,2,Bank Transfer,1,-0.083,1
CUST02197,32,Male,Suburban,26,One Year,93.05,6.15,491.0,3,0,2,Credit Card,1,-0.573,0
CUST02198,42,Male,Suburban,33,Month-to-Month,37.56,0.51,403.0,3,1,7,E-Wallet,1,0.088,0
CUST02199,47,Male,Urban,30,Month-to-Month,97.44,4.54,376.0,1,2,2,Bank Transfer,1,0.209,0
CUST02200,31,Male,Urban,60,Two Year,99.57,5.47,540.0,4,0,0,E-Wallet,1,0.006,0
CUST02201,24,Female,Suburban,17,Month-to-Month,100.07,2.89,319.0,1,0,0,Credit Card,1,0.61,0
CUST02202,34,Female,Urban,56,One Year,86.1,0.33,224.0,1,2,4,Credit Card,1,-0.267,1
CUST02203,61,Female,Urban,3,Month-to-Month,30.52,0.14,455.0,5,5,0,Bank Transfer,1,-0.994,1
CUST02204,37,Female,Suburban,66,Two Year,26.54,11.11,288.0,2,0,1,Bank Transfer,0,0.482,0
CUST02205,53,Male,Suburban,18,One Year,37.01,1.19,280.0,3,2,3,Credit Card,0,-0.551,1
CUST02206,26,Female,Suburban,29,Month-to-Month,41.19,1.91,416.0,4,0,0,Credit Card,0,-0.141,0
CUST02207,55,Male,Urban,34,Month-to-Month,32.5,6.34,483.0,3,1,1,Credit Card,1,0.162,0
CUST02208,65,Female,Suburban,52,One Year,47.9,4.68,537.0,1,1,2,E-Wallet,0,0.057,0
CUST02209,74,Female,Suburban,26,Month-to-Month,84.24,13.84,312.0,2,1,3,Credit Card,1,-1.0,0
CUST02210,39,Female,Suburban,1,Month-to-Month,81.27,0.39,56.0,1,0,0,Bank Transfer,0,-0.172,1
CUST02211,71,Male,Suburban,18,One Year,72.39,4.91,122.0,3,1,2,Bank Transfer,0,-0.319,0
CUST02212,70,Male,Urban,14,Month-to-Month,59.63,0.34,289.0,5,1,1,E-Wallet,1,0.21,0
CUST02213,70,Male,Urban,18,Month-to-Month,63.29,0.0,597.0,3,1,0,Credit Card,1,-0.559,0
CUST02214,19,Male,Urban,34,One Year,72.53,0.51,309.0,1,0,1,Credit Card,0,0.122,0
CUST02215,41,Female,Urban,1,Month-to-Month,53.17,3.84,562.0,4,1,1,Bank Transfer,0,0.775,0
CUST02216,25,Male,Suburban,22,Month-to-Month,89.43,4.51,227.0,4,2,2,Credit Card,1,-0.273,1
CUST02217,28,Male,Suburban,16,Month-to-Month,32.13,2.31,5.0,4,0,2,Bank Transfer,1,0.252,0
CUST02218,30,Female,Suburban,48,One Year,45.58,0.19,442.0,4,0,3,Bank Transfer,1,0.126,0
CUST02219,34,Female,Suburban,28,One Year,41.86,4.02,309.0,4,0,3,Cash,1,0.543,0
CUST02220,25,Male,Urban,35,One Year,76.44,0.36,1.0,2,0,3,Bank Transfer,1,0.167,0
CUST02221,38,Female,Urban,28,Month-to-Month,34.99,0.61,374.0,2,2,3,Credit Card,1,-0.438,0
CUST02222,35,Male,Urban,22,Month-to-Month,42.07,2.87,245.0,5,0,1,Bank Transfer,0,0.311,1
CUST02223,47,Female,Urban,6,Month-to-Month,75.61,1.66,471.0,4,1,3,E-Wallet,0,0.43,1
CUST02224,35,Male,Urban,25,Month-to-Month,43.28,2.5,590.0,1,1,1,E-Wallet,1,0.161,0
CUST02225,63,Male,Suburban,13,Two Year,85.96,4.03,303.0,1,2,2,Cash,1,-0.277,0
CUST02226,64,Male,Rural,7,Month-to-Month,85.37,0.7,57.0,3,3,3,E-Wallet,1,-0.129,1
CUST02227,48,Male,Urban,17,Month-to-Month,51.55,8.94,224.0,4,0,3,Credit Card,1,-0.059,1
CUST02228,55,Male,Urban,35,Month-to-Month,68.19,3.28,425.0,1,1,2,Credit Card,0,-1.0,1
CUST02229,49,Female,Suburban,55,One Year,116.48,0.09,201.0,5,0,1,Bank Transfer,1,0.429,0
CUST02230,28,Male,Urban,22,One Year,86.8,3.96,517.0,1,1,2,E-Wallet,0,0.124,0
CUST02231,62,Male,Suburban,7,One Year,77.35,2.49,29.0,5,0,2,Credit Card,0,-0.049,0
CUST02232,42,Male,Suburban,59,Two Year,103.8,4.84,150.0,4,0,2,Credit Card,0,0.092,0
CUST02233,50,Male,Rural,19,Month-to-Month,40.91,6.13,547.0,3,0,1,Cash,1,0.753,0
CUST02234,55,Male,Urban,12,Month-to-Month,96.4,11.18,109.0,3,0,0,Cash,1,0.482,0
CUST02235,58,Female,Suburban,9,Month-to-Month,73.89,25.62,120.0,2,2,1,Credit Card,0,0.34,1
CUST02236,25,Female,Urban,14,One Year,101.43,3.19,240.0,4,0,2,Credit Card,1,0.307,0
CUST02237,28,Male,Suburban,6,One Year,51.95,3.3,29.0,1,1,2,E-Wallet,1,-0.111,1
CUST02238,39,Female,Urban,2,Month-to-Month,99.81,0.09,465.0,3,0,0,Bank Transfer,1,0.583,0
CUST02239,68,Male,Urban,19,One Year,21.44,8.01,464.0,5,0,3,E-Wallet,1,0.297,0
CUST02240,41,Female,Suburban,32,One Year,55.6,0.12,236.0,5,0,1,Bank Transfer,1,0.426,0
CUST02241,58,Female,Suburban,14,Two Year,71.81,4.01,370.0,1,2,1,E-Wallet,1,-0.342,1
CUST02242,34,Male,Suburban,41,One Year,81.42,0.42,148.0,1,1,5,Bank Transfer,1,-0.429,1
CUST02243,29,Female,Suburban,8,One Year,12.67,1.35,373.0,4,1,1,E-Wallet,1,-0.214,0
CUST02244,74,Female,Suburban,17,Month-to-Month,,0.6,599.0,1,0,2,Credit Card,0,0.408,0
CUST02245,63,Male,Urban,35,One Year,37.91,0.59,515.0,1,0,1,Bank Transfer,1,0.51,0
CUST02246,49,Male,Suburban,24,Two Year,41.61,0.31,432.0,1,0,2,Bank Transfer,0,-0.851,0
CUST02247,32,Female,Suburban,20,Month-to-Month,46.24,1.53,251.0,3,1,1,Bank Transfer,1,-0.293,1
CUST02248,33,Female,Rural,53,One Year,69.12,2.2,,4,0,3,Credit Card,1,-0.486,0
CUST02249,71,Female,Rural,8,One Year,101.91,2.5,562.0,1,1,0,Bank Transfer,1,-0.149,1
CUST02250,39,Male,Urban,23,Month-to-Month,55.62,2.32,535.0,1,3,0,Credit Card,1,-0.691,0
CUST02251,45,Female,Suburban,32,One Year,103.65,2.97,45.0,5,1,2,E-Wallet,0,0.009,1
CUST02252,37,Female,Urban,32,Month-to-Month,67.12,7.86,538.0,3,0,2,Credit Card,0,,1
CUST02253,50,Female,Urban,23,Two Year,59.65,4.0,434.0,1,1,4,E-Wallet,1,0.702,0
CUST02254,27,Male,Suburban,32,Two Year,91.13,0.07,,3,1,3,E-Wallet,1,0.049,0
CUST02255,57,Male,Urban,3,Month-to-Month,61.1,0.76,507.0,4,1,3,Credit Card,0,0.155,0
CUST02256,49,Male,Suburban,25,Month-to-Month,45.45,1.72,94.0,4,0,1,Credit Card,0,-0.319,0
CUST02257,67,Male,Urban,24,One Year,98.15,11.91,145.0,2,0,1,Cash,0,0.116,0
CUST02258,50,Female,Urban,12,Month-to-Month,64.04,0.33,401.0,5,0,2,Credit Card,1,-0.233,0
CUST02259,19,Male,Suburban,26,Month-to-Month,109.78,4.95,503.0,2,1,3,E-Wallet,1,0.139,0
CUST02260,50,Female,Suburban,8,Month-to-Month,56.13,0.13,414.0,3,0,4,Credit Card,0,0.121,1
CUST02261,50,Female,Rural,5,Month-to-Month,31.71,1.8,275.0,5,1,1,Cash,0,-0.137,0
CUST02262,58,Female,Suburban,11,Month-to-Month,45.76,5.88,325.0,1,0,0,E-Wallet,1,0.683,0
CUST02263,30,Female,Suburban,41,Two Year,48.23,1.69,255.0,5,0,2,Cash,0,0.092,0
CUST02264,47,Male,Urban,62,Two Year,62.61,2.25,556.0,5,4,0,E-Wallet,0,-0.166,0
CUST02265,50,Male,Urban,25,One Year,45.14,9.43,512.0,4,1,2,Bank Transfer,0,0.478,0
CUST02266,30,Male,Urban,10,Two Year,,0.27,146.0,2,0,2,Credit Card,1,-0.054,0
CUST02267,69,Male,Suburban,28,Month-to-Month,56.93,3.0,294.0,4,0,2,Credit Card,1,0.645,1
CUST02268,43,Male,Suburban,18,Month-to-Month,67.29,1.82,374.0,4,0,2,Credit Card,1,0.245,1
CUST02269,39,Female,Urban,10,Month-to-Month,75.29,13.28,55.0,2,1,1,Credit Card,0,-0.158,0
CUST02270,56,Male,Suburban,58,One Year,64.58,6.31,225.0,4,1,1,Bank Transfer,1,0.158,0
CUST02271,19,Male,Suburban,56,Two Year,99.15,0.52,518.0,5,0,0,E-Wallet,1,-0.335,0
CUST02272,55,Male,Urban,12,One Year,66.54,10.49,19.0,3,0,2,Credit Card,0,-0.015,0
CUST02273,56,Male,Urban,47,Two Year,10.41,0.95,158.0,1,0,2,Credit Card,1,0.367,0
CUST02274,43,Female,Suburban,40,One Year,71.26,0.35,469.0,1,2,2,Bank Transfer,1,-0.418,0
CUST02275,63,Female,Suburban,14,Month-to-Month,65.19,,590.0,4,0,0,E-Wallet,1,0.731,0
CUST02276,67,Female,Rural,2,Month-to-Month,83.38,5.34,365.0,2,0,1,Credit Card,1,0.091,1
CUST02277,32,Female,Urban,9,Month-to-Month,37.02,5.04,0.0,5,0,2,Bank Transfer,0,0.249,0
CUST02278,51,Female,Rural,5,Month-to-Month,91.54,3.05,228.0,4,1,0,Bank Transfer,1,0.002,0
CUST02279,59,Male,Urban,32,One Year,,2.71,282.0,5,1,2,Credit Card,0,-0.661,1
CUST02280,72,Female,Urban,19,Month-to-Month,68.39,13.97,118.0,5,0,3,E-Wallet,0,0.307,0
CUST02281,61,Female,Rural,47,One Year,88.46,6.87,226.0,1,2,2,E-Wallet,1,-0.173,0
CUST02282,66,Female,Urban,42,One Year,93.99,4.8,23.0,3,1,1,E-Wallet,1,-0.773,0
CUST02283,57,Male,Suburban,26,Month-to-Month,91.55,0.87,307.0,3,0,0,Cash,0,-0.688,0
CUST02284,28,Male,Urban,27,Month-to-Month,10.0,6.85,306.0,2,0,1,Cash,1,0.069,0
CUST02285,20,Female,Suburban,28,Month-to-Month,29.44,5.54,568.0,3,0,1,Bank Transfer,1,0.742,0
CUST02286,23,Male,Rural,20,Month-to-Month,54.01,19.33,493.0,4,1,2,Credit Card,1,,0
CUST02287,26,Male,Urban,22,Two Year,35.28,0.57,507.0,1,0,0,Credit Card,1,-0.428,0
CUST02288,23,Female,Suburban,8,Month-to-Month,47.62,5.03,310.0,1,0,2,Bank Transfer,0,0.85,0
CUST02289,26,Male,Urban,18,One Year,63.72,15.47,88.0,5,0,2,Cash,1,0.665,0
CUST02290,56,Male,Suburban,17,Two Year,,2.48,274.0,4,0,1,Bank Transfer,1,0.017,0
CUST02291,48,Male,Urban,71,Two Year,64.4,5.29,479.0,4,1,0,Cash,1,0.803,0
CUST02292,49,Female,Urban,28,Two Year,98.99,14.82,456.0,5,2,0,Credit Card,1,-0.013,1
CUST02293,58,Female,Urban,24,Month-to-Month,109.52,3.17,585.0,5,1,2,Credit Card,0,-0.141,0
CUST02294,67,Female,Urban,24,Month-to-Month,,4.8,354.0,1,1,1,E-Wallet,1,-0.712,0
CUST02295,29,Male,Rural,17,Month-to-Month,98.38,0.08,261.0,4,0,1,E-Wallet,0,0.291,1
CUST02296,25,Female,Urban,18,Month-to-Month,,2.93,175.0,3,0,1,Bank Transfer,1,0.267,0
CUST02297,25,Male,Urban,20,Two Year,49.38,1.18,403.0,3,0,3,Credit Card,0,1.0,0
CUST02298,67,Male,Urban,27,One Year,63.12,0.56,229.0,1,1,1,Credit Card,0,-0.378,0
CUST02299,45,Male,Urban,18,Month-to-Month,57.19,4.93,587.0,3,0,0,Credit Card,0,-0.054,1
CUST02300,37,Female,Suburban,16,Month-to-Month,,0.16,322.0,3,2,0,Bank Transfer,1,-0.404,1
CUST02301,64,Female,Rural,16,Month-to-Month,65.36,9.41,276.0,4,0,0,Credit Card,1,1.0,0
CUST02302,24,Female,Urban,29,One Year,102.73,2.92,274.0,4,1,3,Bank Transfer,1,-0.56,0
